Airline IATA,Source airport IATA,Destination airport IATA,Stops,Airline Name,Active
2B,AER,KZN,0,Aerocondor,Y
2B,ASF,KZN,0,Aerocondor,Y
2B,ASF,MRV,0,Aerocondor,Y
2B,CEK,KZN,0,Aerocondor,Y
2B,CEK,OVB,0,Aerocondor,Y
2B,DME,KZN,0,Aerocondor,Y
2B,DME,NBC,0,Aerocondor,Y
2B,DME,TGK,0,Aerocondor,Y
2B,DME,UUA,0,Aerocondor,Y
2B,EGO,KGD,0,Aerocondor,Y
2B,EGO,KZN,0,Aerocondor,Y
2B,GYD,NBC,0,Aerocondor,Y
2B,KGD,EGO,0,Aerocondor,Y
2B,KZN,AER,0,Aerocondor,Y
2B,KZN,ASF,0,Aerocondor,Y
2B,KZN,CEK,0,Aerocondor,Y
2B,KZN,DME,0,Aerocondor,Y
2B,KZN,EGO,0,Aerocondor,Y
2B,KZN,LED,0,Aerocondor,Y
2B,KZN,SVX,0,Aerocondor,Y
2B,LED,KZN,0,Aerocondor,Y
2B,LED,NBC,0,Aerocondor,Y
2B,LED,UUA,0,Aerocondor,Y
2B,MRV,ASF,0,Aerocondor,Y
2B,NBC,DME,0,Aerocondor,Y
2B,NBC,GYD,0,Aerocondor,Y
2B,NBC,LED,0,Aerocondor,Y
2B,NBC,SVX,0,Aerocondor,Y
2B,NJC,SVX,0,Aerocondor,Y
2B,NJC,UUA,0,Aerocondor,Y
2B,NUX,SVX,0,Aerocondor,Y
2B,OVB,CEK,0,Aerocondor,Y
2B,OVB,SVX,0,Aerocondor,Y
2B,SVX,KZN,0,Aerocondor,Y
2B,SVX,NBC,0,Aerocondor,Y
2B,SVX,NJC,0,Aerocondor,Y
2B,SVX,NUX,0,Aerocondor,Y
2B,SVX,OVB,0,Aerocondor,Y
2B,TGK,DME,0,Aerocondor,Y
2B,UUA,DME,0,Aerocondor,Y
2B,UUA,LED,0,Aerocondor,Y
2B,UUA,NJC,0,Aerocondor,Y
2G,BTK,IKT,0,Cargoitalia,N
2G,BTK,IKT,0,San Juan Airlines,N
2G,BTK,OVB,0,Cargoitalia,N
2G,BTK,OVB,0,San Juan Airlines,N
2G,CEK,OVB,0,Cargoitalia,N
2G,CEK,OVB,0,San Juan Airlines,N
2G,HTA,IKT,0,Cargoitalia,N
2G,HTA,IKT,0,San Juan Airlines,N
2G,IKT,BTK,0,Cargoitalia,N
2G,IKT,BTK,0,San Juan Airlines,N
2G,IKT,HTA,0,Cargoitalia,N
2G,IKT,HTA,0,San Juan Airlines,N
2G,IKT,KCK,0,Cargoitalia,N
2G,IKT,KCK,0,San Juan Airlines,N
2G,IKT,ODO,0,Cargoitalia,N
2G,IKT,ODO,0,San Juan Airlines,N
2G,IKT,OVB,0,Cargoitalia,N
2G,IKT,OVB,0,San Juan Airlines,N
2G,IKT,UKX,0,Cargoitalia,N
2G,IKT,UKX,0,San Juan Airlines,N
2G,IKT,ULK,0,Cargoitalia,N
2G,IKT,ULK,0,San Juan Airlines,N
2G,IKT,YKS,0,Cargoitalia,N
2G,IKT,YKS,0,San Juan Airlines,N
2G,KCK,IKT,0,Cargoitalia,N
2G,KCK,IKT,0,San Juan Airlines,N
2G,MJZ,OVB,0,Cargoitalia,N
2G,MJZ,OVB,0,San Juan Airlines,N
2G,ODO,IKT,0,Cargoitalia,N
2G,ODO,IKT,0,San Juan Airlines,N
2G,OVB,BTK,0,Cargoitalia,N
2G,OVB,BTK,0,San Juan Airlines,N
2G,OVB,CEK,0,Cargoitalia,N
2G,OVB,CEK,0,San Juan Airlines,N
2G,OVB,IKT,0,Cargoitalia,N
2G,OVB,IKT,0,San Juan Airlines,N
2G,UKX,IKT,0,Cargoitalia,N
2G,UKX,IKT,0,San Juan Airlines,N
2G,ULK,IKT,0,Cargoitalia,N
2G,ULK,IKT,0,San Juan Airlines,N
2G,YKS,IKT,0,Cargoitalia,N
2G,YKS,IKT,0,San Juan Airlines,N
2I,AYP,LIM,0,Star Peru (2I),Y
2I,CUZ,LIM,0,Star Peru (2I),Y
2I,CUZ,PEM,0,Star Peru (2I),Y
2I,HUU,LIM,0,Star Peru (2I),Y
2I,IQT,PCL,0,Star Peru (2I),Y
2I,IQT,TPP,0,Star Peru (2I),Y
2I,LIM,AYP,0,Star Peru (2I),Y
2I,LIM,CUZ,0,Star Peru (2I),Y
2I,LIM,HUU,0,Star Peru (2I),Y
2I,LIM,PCL,0,Star Peru (2I),Y
2I,LIM,TPP,0,Star Peru (2I),Y
2I,PCL,IQT,0,Star Peru (2I),Y
2I,PCL,LIM,0,Star Peru (2I),Y
2I,PCL,TPP,0,Star Peru (2I),Y
2I,PEM,CUZ,0,Star Peru (2I),Y
2I,TPP,IQT,0,Star Peru (2I),Y
2I,TPP,LIM,0,Star Peru (2I),Y
2I,TPP,PCL,0,Star Peru (2I),Y
2J,ABJ,BOY,0,Air Burkina,Y
2J,ABJ,OUA,0,Air Burkina,Y
2J,ACC,OUA,0,Air Burkina,Y
2J,BKO,ABJ,0,Air Burkina,Y
2J,BKO,DKR,0,Air Burkina,Y
2J,BKO,OUA,0,Air Burkina,Y
2J,BOY,ABJ,0,Air Burkina,Y
2J,BOY,OUA,0,Air Burkina,Y
2J,COO,LFW,0,Air Burkina,Y
2J,COO,OUA,0,Air Burkina,Y
2J,DKR,BKO,0,Air Burkina,Y
2J,DKR,OUA,0,Air Burkina,Y
2J,LFW,OUA,0,Air Burkina,Y
2J,NIM,OUA,0,Air Burkina,Y
2J,OUA,ABJ,0,Air Burkina,Y
2J,OUA,ACC,0,Air Burkina,Y
2J,OUA,BKO,0,Air Burkina,Y
2J,OUA,BOY,0,Air Burkina,Y
2J,OUA,COO,0,Air Burkina,Y
2J,OUA,DKR,0,Air Burkina,Y
2J,OUA,LFW,0,Air Burkina,Y
2J,OUA,NIM,0,Air Burkina,Y
2K,BOG,GYE,0,Aerolineas Galapagos (Aerogal),Y
2K,BOG,UIO,0,Aerolineas Galapagos (Aerogal),Y
2K,CLO,GYE,0,Aerolineas Galapagos (Aerogal),Y
2K,GYE,BOG,0,Aerolineas Galapagos (Aerogal),Y
2K,GYE,CLO,0,Aerolineas Galapagos (Aerogal),Y
2K,GYE,SCY,0,Aerolineas Galapagos (Aerogal),Y
2K,GYE,UIO,0,Aerolineas Galapagos (Aerogal),Y
2K,OCC,UIO,0,Aerolineas Galapagos (Aerogal),Y
2K,SCY,GYE,0,Aerolineas Galapagos (Aerogal),Y
2K,UIO,BOG,0,Aerolineas Galapagos (Aerogal),Y
2K,UIO,GYE,0,Aerolineas Galapagos (Aerogal),Y
2K,UIO,OCC,0,Aerolineas Galapagos (Aerogal),Y
2L,BDS,ZRH,0,Helvetic Airways,Y
2L,BOD,ZRH,0,Helvetic Airways,Y
2L,BRS,ZRH,0,Helvetic Airways,Y
2L,GVA,LPA,0,Helvetic Airways,Y
2L,LCA,ZRH,0,Helvetic Airways,Y
2L,LPA,ZRH,0,Helvetic Airways,Y
2L,RMF,ZRH,0,Helvetic Airways,Y
2L,TFS,GVA,0,Helvetic Airways,Y
2L,ZRH,BDS,0,Helvetic Airways,Y
2L,ZRH,BOD,0,Helvetic Airways,Y
2L,ZRH,BRS,0,Helvetic Airways,Y
2L,ZRH,LCA,0,Helvetic Airways,Y
2L,ZRH,LPA,0,Helvetic Airways,Y
2L,ZRH,RMF,0,Helvetic Airways,Y
2N,AJR,LYC,0,NextJet,Y
2N,ARN,GEV,0,NextJet,Y
2N,ARN,HAD,0,NextJet,Y
2N,ARN,JKG,0,NextJet,Y
2N,ARN,KRF,0,NextJet,Y
2N,ARN,KSD,0,NextJet,Y
2N,ARN,LYC,0,NextJet,Y
2N,ARN,MHQ,0,NextJet,Y
2N,ARN,OER,0,NextJet,Y
2N,ARN,POR,0,NextJet,Y
2N,ARN,TRF,0,NextJet,Y
2N,ARN,VBY,0,NextJet,Y
2N,ARN,VHM,0,NextJet,Y
2N,ARN,VXO,0,NextJet,Y
2N,GEV,ARN,0,NextJet,Y
2N,GEV,KRF,0,NextJet,Y
2N,HAD,ARN,0,NextJet,Y
2N,HAD,JKG,0,NextJet,Y
2N,HAD,VXO,0,NextJet,Y
2N,HMV,VHM,0,NextJet,Y
2N,JKG,ARN,0,NextJet,Y
2N,JKG,HAD,0,NextJet,Y
2N,KOK,POR,0,NextJet,Y
2N,KRF,ARN,0,NextJet,Y
2N,KRF,GEV,0,NextJet,Y
2N,KSD,ARN,0,NextJet,Y
2N,LYC,AJR,0,NextJet,Y
2N,LYC,ARN,0,NextJet,Y
2N,MHQ,ARN,0,NextJet,Y
2N,MHQ,TKU,0,NextJet,Y
2N,OER,ARN,0,NextJet,Y
2N,OSL,VXO,0,NextJet,Y
2N,POR,ARN,0,NextJet,Y
2N,POR,KOK,0,NextJet,Y
2N,TKU,MHQ,0,NextJet,Y
2N,TRF,ARN,0,NextJet,Y
2N,VBY,ARN,0,NextJet,Y
2N,VHM,ARN,0,NextJet,Y
2N,VHM,HMV,0,NextJet,Y
2N,VXO,ARN,0,NextJet,Y
2N,VXO,OSL,0,NextJet,Y
2O,ADQ,AOS,0,Air Salone,Y
2O,ADQ,KKB,0,Air Salone,Y
2O,ADQ,KLN,0,Air Salone,Y
2O,ADQ,KOZ,0,Air Salone,Y
2O,ADQ,OLH,0,Air Salone,Y
2O,AOS,KZB,0,Air Salone,Y
2O,KKB,SYB,0,Air Salone,Y
2O,KLN,KYK,0,Air Salone,Y
2O,KOZ,ORI,0,Air Salone,Y
2O,SYB,KPR,0,Air Salone,Y
2P,BSO,MNL,0,Air Philippines,Y
2P,BXU,MNL,0,Air Philippines,Y
2P,CBO,MNL,0,Air Philippines,Y
2P,CGY,MNL,0,Air Philippines,Y
2P,CRM,MNL,0,Air Philippines,Y
2P,DGT,MNL,0,Air Philippines,Y
2P,DWC,MNL,0,Air Philippines,Y
2P,GES,MNL,0,Air Philippines,Y
2P,KLO,MNL,0,Air Philippines,Y
2P,LGP,MNL,0,Air Philippines,Y
2P,MNL,BSO,0,Air Philippines,Y
2P,MNL,BXU,0,Air Philippines,Y
2P,MNL,CBO,0,Air Philippines,Y
2P,MNL,CGY,0,Air Philippines,Y
2P,MNL,CRM,0,Air Philippines,Y
2P,MNL,DGT,0,Air Philippines,Y
2P,MNL,DWC,0,Air Philippines,Y
2P,MNL,GES,0,Air Philippines,Y
2P,MNL,KLO,0,Air Philippines,Y
2P,MNL,LGP,0,Air Philippines,Y
2P,MNL,MPH,0,Air Philippines,Y
2P,MNL,OZC,0,Air Philippines,Y
2P,MNL,PPS,0,Air Philippines,Y
2P,MNL,RXS,0,Air Philippines,Y
2P,MNL,SUG,0,Air Philippines,Y
2P,MNL,TUG,0,Air Philippines,Y
2P,MNL,ZAM,0,Air Philippines,Y
2P,MPH,MNL,0,Air Philippines,Y
2P,OZC,MNL,0,Air Philippines,Y
2P,PPS,MNL,0,Air Philippines,Y
2P,RXS,MNL,0,Air Philippines,Y
2P,SUG,MNL,0,Air Philippines,Y
2P,TUG,MNL,0,Air Philippines,Y
2P,ZAM,MNL,0,Air Philippines,Y
2Z,AUX,PMW,0,Changan Airlines,N
2Z,BRA,BSB,0,Changan Airlines,N
2Z,BRA,SSA,0,Changan Airlines,N
2Z,BSB,BRA,0,Changan Airlines,N
2Z,BSB,OPS,0,Changan Airlines,N
2Z,BSB,RAO,0,Changan Airlines,N
2Z,CAC,GRU,0,Changan Airlines,N
2Z,CGB,GYN,0,Changan Airlines,N
2Z,CGB,OPS,0,Changan Airlines,N
2Z,CGR,DOU,0,Changan Airlines,N
2Z,DOU,CGR,0,Changan Airlines,N
2Z,DOU,GRU,0,Changan Airlines,N
2Z,GIG,RAO,0,Changan Airlines,N
2Z,GRU,CAC,0,Changan Airlines,N
2Z,GRU,DOU,0,Changan Airlines,N
2Z,GRU,RAO,0,Changan Airlines,N
2Z,GRU,UBA,0,Changan Airlines,N
2Z,GRU,UDI,0,Changan Airlines,N
2Z,GRU,VDC,0,Changan Airlines,N
2Z,GYN,CGB,0,Changan Airlines,N
2Z,GYN,PMW,0,Changan Airlines,N
2Z,GYN,RAO,0,Changan Airlines,N
2Z,GYN,UDI,0,Changan Airlines,N
2Z,OPS,BSB,0,Changan Airlines,N
2Z,OPS,CGB,0,Changan Airlines,N
2Z,PLU,RAO,0,Changan Airlines,N
2Z,PMW,AUX,0,Changan Airlines,N
2Z,PMW,GYN,0,Changan Airlines,N
2Z,RAO,BSB,0,Changan Airlines,N
2Z,RAO,GIG,0,Changan Airlines,N
2Z,RAO,GRU,0,Changan Airlines,N
2Z,RAO,GYN,0,Changan Airlines,N
2Z,RAO,PLU,0,Changan Airlines,N
2Z,RAO,SJP,0,Changan Airlines,N
2Z,RAO,UDI,0,Changan Airlines,N
2Z,SJP,RAO,0,Changan Airlines,N
2Z,SSA,BRA,0,Changan Airlines,N
2Z,SSA,VDC,0,Changan Airlines,N
2Z,UBA,GRU,0,Changan Airlines,N
2Z,UBA,UDI,0,Changan Airlines,N
2Z,UDI,GRU,0,Changan Airlines,N
2Z,UDI,GYN,0,Changan Airlines,N
2Z,UDI,RAO,0,Changan Airlines,N
2Z,UDI,UBA,0,Changan Airlines,N
2Z,VDC,GRU,0,Changan Airlines,N
2Z,VDC,SSA,0,Changan Airlines,N
3E,BRL,ORD,0,Air Choice One,Y
3E,BRL,STL,0,Air Choice One,Y
3E,DEC,ORD,0,Air Choice One,Y
3E,DEC,STL,0,Air Choice One,Y
3E,JBR,STL,0,Air Choice One,Y
3E,ORD,BRL,0,Air Choice One,Y
3E,ORD,DEC,0,Air Choice One,Y
3E,STL,BRL,0,Air Choice One,Y
3E,STL,DEC,0,Air Choice One,Y
3E,STL,JBR,0,Air Choice One,Y
3F,CGA,HYL,0,Fly Colombia ( Interliging Flights ),Y
3F,CGA,KTN,0,Fly Colombia ( Interliging Flights ),Y
3F,HYL,CGA,0,Fly Colombia ( Interliging Flights ),Y
3F,HYL,KTB,0,Fly Colombia ( Interliging Flights ),Y
3F,HYL,KTN,0,Fly Colombia ( Interliging Flights ),Y
3F,KTB,HYL,0,Fly Colombia ( Interliging Flights ),Y
3F,KTB,KTN,0,Fly Colombia ( Interliging Flights ),Y
3F,KTN,CGA,0,Fly Colombia ( Interliging Flights ),Y
3F,KTN,HYL,0,Fly Colombia ( Interliging Flights ),Y
3F,KTN,KTB,0,Fly Colombia ( Interliging Flights ),Y
3F,KTN,MTM,0,Fly Colombia ( Interliging Flights ),Y
3F,MTM,KTN,0,Fly Colombia ( Interliging Flights ),Y
3G,ACC,DKR,0,Atlant-Soyuz Airlines,Y
3G,ACC,LOS,0,Atlant-Soyuz Airlines,Y
3G,ACC,ROB,0,Atlant-Soyuz Airlines,Y
3G,BCN,BJL,0,Atlant-Soyuz Airlines,Y
3G,BJL,BCN,0,Atlant-Soyuz Airlines,Y
3G,BJL,DKR,0,Atlant-Soyuz Airlines,Y
3G,BJL,FNA,0,Atlant-Soyuz Airlines,Y
3G,CKY,OXB,0,Atlant-Soyuz Airlines,Y
3G,DKR,ACC,0,Atlant-Soyuz Airlines,Y
3G,DKR,BJL,0,Atlant-Soyuz Airlines,Y
3G,DKR,DLA,0,Atlant-Soyuz Airlines,Y
3G,DKR,FNA,0,Atlant-Soyuz Airlines,Y
3G,DKR,LOS,0,Atlant-Soyuz Airlines,Y
3G,DKR,OXB,0,Atlant-Soyuz Airlines,Y
3G,DLA,DKR,0,Atlant-Soyuz Airlines,Y
3G,DLA,LOS,0,Atlant-Soyuz Airlines,Y
3G,FNA,BJL,0,Atlant-Soyuz Airlines,Y
3G,FNA,DKR,0,Atlant-Soyuz Airlines,Y
3G,FNA,LGW,0,Atlant-Soyuz Airlines,Y
3G,FNA,ROB,0,Atlant-Soyuz Airlines,Y
3G,LGW,FNA,0,Atlant-Soyuz Airlines,Y
3G,LOS,ACC,0,Atlant-Soyuz Airlines,Y
3G,LOS,DKR,0,Atlant-Soyuz Airlines,Y
3G,LOS,DLA,0,Atlant-Soyuz Airlines,Y
3G,LOS,ROB,0,Atlant-Soyuz Airlines,Y
3G,OXB,CKY,0,Atlant-Soyuz Airlines,Y
3G,OXB,DKR,0,Atlant-Soyuz Airlines,Y
3G,ROB,ACC,0,Atlant-Soyuz Airlines,Y
3G,ROB,FNA,0,Atlant-Soyuz Airlines,Y
3G,ROB,LOS,0,Atlant-Soyuz Airlines,Y
3J,JIB,DXB,0,Zip,N
3J,JIB,JED,0,Zip,N
3J,JIB,MGQ,0,Zip,N
3J,MGQ,NBO,0,Zip,N
3J,NBO,MGQ,0,Zip,N
3K,BKK,SIN,0,Jetstar Asia Airways,Y
3K,DRW,SIN,0,Jetstar Asia Airways,Y
3K,HAK,SIN,0,Jetstar Asia Airways,Y
3K,HGH,SIN,0,Jetstar Asia Airways,Y
3K,HKG,SIN,0,Jetstar Asia Airways,Y
3K,HKT,SIN,0,Jetstar Asia Airways,Y
3K,KIX,MNL,0,Jetstar Asia Airways,Y
3K,KIX,TPE,0,Jetstar Asia Airways,Y
3K,KUL,SIN,0,Jetstar Asia Airways,Y
3K,MNL,KIX,0,Jetstar Asia Airways,Y
3K,MNL,SIN,0,Jetstar Asia Airways,Y
3K,PEN,SIN,0,Jetstar Asia Airways,Y
3K,PER,SIN,0,Jetstar Asia Airways,Y
3K,PNH,SIN,0,Jetstar Asia Airways,Y
3K,REP,SIN,0,Jetstar Asia Airways,Y
3K,RGN,SIN,0,Jetstar Asia Airways,Y
3K,SGN,SIN,0,Jetstar Asia Airways,Y
3K,SIN,BKK,0,Jetstar Asia Airways,Y
3K,SIN,DRW,0,Jetstar Asia Airways,Y
3K,SIN,HAK,0,Jetstar Asia Airways,Y
3K,SIN,HGH,0,Jetstar Asia Airways,Y
3K,SIN,HKG,0,Jetstar Asia Airways,Y
3K,SIN,HKT,0,Jetstar Asia Airways,Y
3K,SIN,KUL,0,Jetstar Asia Airways,Y
3K,SIN,MNL,0,Jetstar Asia Airways,Y
3K,SIN,PEN,0,Jetstar Asia Airways,Y
3K,SIN,PER,0,Jetstar Asia Airways,Y
3K,SIN,PNH,0,Jetstar Asia Airways,Y
3K,SIN,REP,0,Jetstar Asia Airways,Y
3K,SIN,RGN,0,Jetstar Asia Airways,Y
3K,SIN,SGN,0,Jetstar Asia Airways,Y
3K,SIN,SWA,0,Jetstar Asia Airways,Y
3K,SIN,TPE,0,Jetstar Asia Airways,Y
3K,SWA,SIN,0,Jetstar Asia Airways,Y
3K,TPE,KIX,0,Jetstar Asia Airways,Y
3K,TPE,SIN,0,Jetstar Asia Airways,Y
3L,ACH,EBA,0,Intersky,Y
3L,DRS,ZRH,0,Intersky,Y
3L,DUS,FDH,0,Intersky,Y
3L,EBA,ACH,0,Intersky,Y
3L,EBA,FDH,0,Intersky,Y
3L,EBA,MUC,0,Intersky,Y
3L,EBA,ZRH,0,Intersky,Y
3L,FDH,DUS,0,Intersky,Y
3L,FDH,EBA,0,Intersky,Y
3L,FDH,HAM,0,Intersky,Y
3L,FDH,OLB,0,Intersky,Y
3L,FDH,TXL,0,Intersky,Y
3L,FDH,ZAD,0,Intersky,Y
3L,FMM,NAP,0,Intersky,Y
3L,GRZ,ZRH,0,Intersky,Y
3L,HAM,FDH,0,Intersky,Y
3L,MUC,EBA,0,Intersky,Y
3L,NAP,FMM,0,Intersky,Y
3L,OLB,FDH,0,Intersky,Y
3L,SZG,ZRH,0,Intersky,Y
3L,TXL,FDH,0,Intersky,Y
3L,ZAD,FDH,0,Intersky,Y
3L,ZRH,DRS,0,Intersky,Y
3L,ZRH,EBA,0,Intersky,Y
3L,ZRH,GRZ,0,Intersky,Y
3L,ZRH,SZG,0,Intersky,Y
3M,ATL,LWB,0,Silver Airways (3M),Y
3M,ATL,MCN,0,Silver Airways (3M),Y
3M,ATL,MEI,0,Silver Airways (3M),Y
3M,ATL,MSL,0,Silver Airways (3M),Y
3M,ATL,PIB,0,Silver Airways (3M),Y
3M,ATL,TUP,0,Silver Airways (3M),Y
3M,BIM,FLL,0,Silver Airways (3M),Y
3M,ELH,FLL,0,Silver Airways (3M),Y
3M,ELH,PBI,0,Silver Airways (3M),Y
3M,EYW,FLL,0,Silver Airways (3M),Y
3M,EYW,RSW,0,Silver Airways (3M),Y
3M,EYW,TPA,0,Silver Airways (3M),Y
3M,FLL,BIM,0,Silver Airways (3M),Y
3M,FLL,ELH,0,Silver Airways (3M),Y
3M,FLL,EYW,0,Silver Airways (3M),Y
3M,FLL,FPO,0,Silver Airways (3M),Y
3M,FLL,GGT,0,Silver Airways (3M),Y
3M,FLL,GHB,0,Silver Airways (3M),Y
3M,FLL,MCO,0,Silver Airways (3M),Y
3M,FLL,MHH,0,Silver Airways (3M),Y
3M,FLL,TCB,0,Silver Airways (3M),Y
3M,FLL,TPA,0,Silver Airways (3M),Y
3M,FPO,FLL,0,Silver Airways (3M),Y
3M,GGT,FLL,0,Silver Airways (3M),Y
3M,GGT,GHB,0,Silver Airways (3M),Y
3M,GHB,FLL,0,Silver Airways (3M),Y
3M,GLH,TUP,0,Silver Airways (3M),Y
3M,GNV,MCO,0,Silver Airways (3M),Y
3M,GNV,TPA,0,Silver Airways (3M),Y
3M,JAX,MHH,0,Silver Airways (3M),Y
3M,JAX,TPA,0,Silver Airways (3M),Y
3M,LWB,ATL,0,Silver Airways (3M),Y
3M,MCN,ATL,0,Silver Airways (3M),Y
3M,MCN,MCO,0,Silver Airways (3M),Y
3M,MCO,FLL,0,Silver Airways (3M),Y
3M,MCO,GNV,0,Silver Airways (3M),Y
3M,MCO,MCN,0,Silver Airways (3M),Y
3M,MCO,MHH,0,Silver Airways (3M),Y
3M,MCO,PNS,0,Silver Airways (3M),Y
3M,MCO,RSW,0,Silver Airways (3M),Y
3M,MCO,TLH,0,Silver Airways (3M),Y
3M,MEI,ATL,0,Silver Airways (3M),Y
3M,MHH,FLL,0,Silver Airways (3M),Y
3M,MHH,JAX,0,Silver Airways (3M),Y
3M,MHH,MCO,0,Silver Airways (3M),Y
3M,MHH,PBI,0,Silver Airways (3M),Y
3M,MSL,ATL,0,Silver Airways (3M),Y
3M,PBI,ELH,0,Silver Airways (3M),Y
3M,PBI,MHH,0,Silver Airways (3M),Y
3M,PBI,TPA,0,Silver Airways (3M),Y
3M,PIB,ATL,0,Silver Airways (3M),Y
3M,PNS,MCO,0,Silver Airways (3M),Y
3M,PNS,TPA,0,Silver Airways (3M),Y
3M,RSW,EYW,0,Silver Airways (3M),Y
3M,RSW,MCO,0,Silver Airways (3M),Y
3M,TCB,FLL,0,Silver Airways (3M),Y
3M,TLH,MCO,0,Silver Airways (3M),Y
3M,TLH,TPA,0,Silver Airways (3M),Y
3M,TPA,EYW,0,Silver Airways (3M),Y
3M,TPA,FLL,0,Silver Airways (3M),Y
3M,TPA,GNV,0,Silver Airways (3M),Y
3M,TPA,JAX,0,Silver Airways (3M),Y
3M,TPA,PBI,0,Silver Airways (3M),Y
3M,TPA,PNS,0,Silver Airways (3M),Y
3M,TPA,TLH,0,Silver Airways (3M),Y
3M,TUP,ATL,0,Silver Airways (3M),Y
3M,TUP,GLH,0,Silver Airways (3M),Y
3O,AMS,NDR,0,Air Arabia Maroc,Y
3O,AMS,TNG,0,Air Arabia Maroc,Y
3O,BCN,CMN,0,Air Arabia Maroc,Y
3O,BCN,NDR,0,Air Arabia Maroc,Y
3O,BCN,TNG,0,Air Arabia Maroc,Y
3O,BGY,CMN,0,Air Arabia Maroc,Y
3O,BLQ,CMN,0,Air Arabia Maroc,Y
3O,BRU,CMN,0,Air Arabia Maroc,Y
3O,BRU,NDR,0,Air Arabia Maroc,Y
3O,BRU,TNG,0,Air Arabia Maroc,Y
3O,CGN,NDR,0,Air Arabia Maroc,Y
3O,CMN,BCN,0,Air Arabia Maroc,Y
3O,CMN,BGY,0,Air Arabia Maroc,Y
3O,CMN,BLQ,0,Air Arabia Maroc,Y
3O,CMN,BRU,0,Air Arabia Maroc,Y
3O,CMN,CUF,0,Air Arabia Maroc,Y
3O,CMN,LGW,0,Air Arabia Maroc,Y
3O,CMN,LYS,0,Air Arabia Maroc,Y
3O,CMN,MPL,0,Air Arabia Maroc,Y
3O,CMN,SAW,0,Air Arabia Maroc,Y
3O,CMN,TLS,0,Air Arabia Maroc,Y
3O,CMN,TSF,0,Air Arabia Maroc,Y
3O,CUF,CMN,0,Air Arabia Maroc,Y
3O,FEZ,MPL,0,Air Arabia Maroc,Y
3O,LGW,CMN,0,Air Arabia Maroc,Y
3O,LGW,TNG,0,Air Arabia Maroc,Y
3O,LYS,CMN,0,Air Arabia Maroc,Y
3O,MPL,CMN,0,Air Arabia Maroc,Y
3O,MPL,FEZ,0,Air Arabia Maroc,Y
3O,MPL,NDR,0,Air Arabia Maroc,Y
3O,NDR,AMS,0,Air Arabia Maroc,Y
3O,NDR,BCN,0,Air Arabia Maroc,Y
3O,NDR,BRU,0,Air Arabia Maroc,Y
3O,NDR,CGN,0,Air Arabia Maroc,Y
3O,NDR,MPL,0,Air Arabia Maroc,Y
3O,NDR,PMI,0,Air Arabia Maroc,Y
3O,PMI,NDR,0,Air Arabia Maroc,Y
3O,SAW,CMN,0,Air Arabia Maroc,Y
3O,TLS,CMN,0,Air Arabia Maroc,Y
3O,TNG,AMS,0,Air Arabia Maroc,Y
3O,TNG,BCN,0,Air Arabia Maroc,Y
3O,TNG,BRU,0,Air Arabia Maroc,Y
3O,TNG,LGW,0,Air Arabia Maroc,Y
3O,TSF,CMN,0,Air Arabia Maroc,Y
3P,AUA,LSP,0,Tiara Air,Y
3P,AUA,MAR,0,Tiara Air,Y
3P,BON,CUR,0,Tiara Air,Y
3P,CUR,AUA,0,Tiara Air,Y
3P,LSP,AUA,0,Tiara Air,Y
3P,MAR,AUA,0,Tiara Air,Y
3R,ASF,DME,0,Moskovia Airlines,Y
3R,ASF,LED,0,Moskovia Airlines,Y
3R,BHK,DME,0,Moskovia Airlines,Y
3R,DME,ASF,0,Moskovia Airlines,Y
3R,DME,BHK,0,Moskovia Airlines,Y
3R,DME,EGO,0,Moskovia Airlines,Y
3R,DME,FEG,0,Moskovia Airlines,Y
3R,DME,KSQ,0,Moskovia Airlines,Y
3R,DME,NMA,0,Moskovia Airlines,Y
3R,DME,NVI,0,Moskovia Airlines,Y
3R,DME,SKD,0,Moskovia Airlines,Y
3R,DME,TIV,0,Moskovia Airlines,Y
3R,EGO,DME,0,Moskovia Airlines,Y
3R,FEG,DME,0,Moskovia Airlines,Y
3R,KSQ,DME,0,Moskovia Airlines,Y
3R,LED,ASF,0,Moskovia Airlines,Y
3R,NMA,DME,0,Moskovia Airlines,Y
3R,NVI,DME,0,Moskovia Airlines,Y
3R,SKD,DME,0,Moskovia Airlines,Y
3R,TIV,DME,0,Moskovia Airlines,Y
3S,ANU,PTP,0,Aeroland Airways,N
3S,ANU,PTP,0,Air Antilles Express,Y
3S,CAY,FDF,0,Aeroland Airways,N
3S,CAY,FDF,0,Air Antilles Express,Y
3S,CUR,SDQ,0,Aeroland Airways,N
3S,CUR,SDQ,0,Air Antilles Express,Y
3S,DOM,PTP,0,Aeroland Airways,N
3S,DOM,PTP,0,Air Antilles Express,Y
3S,DOM,SXM,0,Aeroland Airways,N
3S,DOM,SXM,0,Air Antilles Express,Y
3S,FDF,CAY,0,Aeroland Airways,N
3S,FDF,CAY,0,Air Antilles Express,Y
3S,FDF,PTP,0,Aeroland Airways,N
3S,FDF,PTP,0,Air Antilles Express,Y
3S,FDF,SDQ,0,Aeroland Airways,N
3S,FDF,SDQ,0,Air Antilles Express,Y
3S,FDF,SLU,0,Aeroland Airways,N
3S,FDF,SLU,0,Air Antilles Express,Y
3S,PTP,ANU,0,Aeroland Airways,N
3S,PTP,ANU,0,Air Antilles Express,Y
3S,PTP,DOM,0,Aeroland Airways,N
